"Vintage","Credit Status","Quantity","GSID","Project Name","Project Developer","Country","Project Type","Methodology","Programme of Activities","POA GSID","Product Type","Issuance Date","Monitoring Period Start","Monitoring Period End","Serial Number","Eligible for CORSIA?","Retired for CORSIA?","CORSIA Authorisation","Aeroplane Operator Name"
"2016","Issued","9482","3601","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-087","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2020-03-22T18:42:00.541","2016-01-01","2016-12-31","CN-5-1095318198-2-2-0-2898 - CN-5-1095327679-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9326","3600","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-086","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2020-03-22T18:40:50.471","2016-01-01","2016-12-31","CN-5-1095308872-2-2-0-2898 - CN-5-1095318197-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9248","3599","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-085","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2020-03-22T18:39:47.575","2016-01-01","2016-12-31","CN-5-1095299624-2-2-0-2898 - CN-5-1095308871-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9557","3598","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-084","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2020-03-22T18:38:39.125","2016-01-01","2016-12-31","CN-5-1095290067-2-2-0-2898 - CN-5-1095299623-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9270","3597","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-083","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2020-03-22T18:37:31.246","2016-01-01","2016-12-31","CN-5-1095280797-2-2-0-2898 - CN-5-1095290066-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","8380","3596","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-082","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2020-03-22T18:35:31.224","2016-01-01","2016-12-31","CN-5-1095272417-2-2-0-2898 - CN-5-1095280796-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9248","3595","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-081","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2020-03-22T18:34:30.006","2016-01-01","2016-12-31","CN-5-1095263169-2-2-0-2898 - CN-5-1095272416-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9248","3594","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-080","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2020-03-22T18:33:28.112","2016-01-01","2016-12-31","CN-5-1095253921-2-2-0-2898 - CN-5-1095263168-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9248","3593","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-079","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2020-03-22T18:32:22.188","2016-01-01","2016-12-31","CN-5-1095244673-2-2-0-2898 - CN-5-1095253920-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9248","3592","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-078","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2020-03-22T18:31:21.285","2016-01-01","2016-12-31","CN-5-1095235425-2-2-0-2898 - CN-5-1095244672-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9248","3591","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-077","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2020-03-22T18:30:09.759","2016-01-01","2016-12-31","CN-5-1095226177-2-2-0-2898 - CN-5-1095235424-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9624","3590","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-076","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2020-03-22T18:28:21.313","2016-01-01","2016-12-31","CN-5-1095216553-2-2-0-2898 - CN-5-1095226176-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9248","3589","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-075","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2020-03-22T18:27:04.547","2016-01-01","2016-12-31","CN-5-1095207305-2-2-0-2898 - CN-5-1095216552-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9624","3588","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-074","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2020-03-22T18:25:57.462","2016-01-01","2016-12-31","CN-5-1095197681-2-2-0-2898 - CN-5-1095207304-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","6855","2585","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-073","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2020-03-22T18:24:11.698","2016-01-01","2016-12-31","CN-5-1095190826-2-2-0-2898 - CN-5-1095197680-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9421","2584","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-072","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2020-03-22T18:22:49.725","2016-01-01","2016-12-31","CN-5-1095181405-2-2-0-2898 - CN-5-1095190825-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9262","2583","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-071","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2020-03-22T18:21:31.520","2016-01-01","2016-12-31","CN-5-1095172143-2-2-0-2898 - CN-5-1095181404-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9248","2582","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-070","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2020-03-22T18:20:19.622","2016-01-01","2016-12-31","CN-5-1095162895-2-2-0-2898 - CN-5-1095172142-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9248","2581","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-069","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2020-03-22T18:19:07.770","2016-01-01","2016-12-31","CN-5-1095153647-2-2-0-2898 - CN-5-1095162894-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9236","2580","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-068","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2020-03-22T18:18:03.519","2016-01-01","2016-12-31","CN-5-1095144411-2-2-0-2898 - CN-5-1095153646-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9248","2579","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-067","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2020-03-22T18:16:53.808","2016-01-01","2016-12-31","CN-5-1095135163-2-2-0-2898 - CN-5-1095144410-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9624","2578","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-066","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2020-03-22T18:15:27.955","2016-01-01","2016-12-31","CN-5-1095125539-2-2-0-2898 - CN-5-1095135162-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9624","2577","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-065","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2020-03-22T18:14:16.329","2016-01-01","2016-12-31","CN-5-1095115915-2-2-0-2898 - CN-5-1095125538-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9248","2576","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-064","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-III.R. Methane recovery in agricultural activities at household/small farm level","VPA","1239","CER","2020-03-22T18:13:06.593","2016-01-01","2016-12-31","CN-5-1095106667-2-2-0-2898 - CN-5-1095115914-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9248","2575","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-063","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2020-03-22T18:11:20.946","2016-01-01","2016-12-31","CN-5-1095097419-2-2-0-2898 - CN-5-1095106666-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9248","2574","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-062","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2020-03-22T18:10:20.011","2016-01-01","2016-12-31","CN-5-1095088171-2-2-0-2898 - CN-5-1095097418-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9248","2573","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-061","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2020-03-22T18:09:11.322","2016-01-01","2016-12-31","CN-5-1095078923-2-2-0-2898 - CN-5-1095088170-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9248","2572","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-060","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2020-03-22T18:04:00.322","2016-01-01","2016-12-31","CN-5-1095069675-2-2-0-2898 - CN-5-1095078922-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9248","2571","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-059","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2020-03-22T18:02:49.085","2016-01-01","2016-12-31","CN-5-1095060427-2-2-0-2898 - CN-5-1095069674-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9248","2570","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-058","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2020-03-22T17:59:33.109","2016-01-01","2016-12-31","CN-5-1095051179-2-2-0-2898 - CN-5-1095060426-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9248","2569","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-057","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2020-03-22T17:57:57.694","2016-01-01","2016-12-31","CN-5-1095041931-2-2-0-2898 - CN-5-1095051178-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9248","2568","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-056","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2020-03-22T17:56:46.581","2016-01-01","2016-12-31","CN-5-1095032683-2-2-0-2898 - CN-5-1095041930-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9248","2567","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-055","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2020-03-22T17:55:20","2016-01-01","2016-12-31","CN-5-1095023435-2-2-0-2898 - CN-5-1095032682-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9248","2566","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-054","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2020-03-22T17:53:41.958","2016-01-01","2016-12-31","CN-5-1095014187-2-2-0-2898 - CN-5-1095023434-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9402","1745","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-053","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2020-03-22T17:52:33.661","2016-01-01","2016-12-31","CN-5-1095004785-2-2-0-2898 - CN-5-1095014186-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","8159","1744","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-052","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2020-03-22T17:51:07.275","2016-01-01","2016-12-31","CN-5-1094996626-2-2-0-2898 - CN-5-1095004784-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9248","1743","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-051","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2020-03-22T17:49:48.317","2016-01-01","2016-12-31","CN-5-1094987378-2-2-0-2898 - CN-5-1094996625-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9248","1742","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-050","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2020-03-22T17:48:38.222","2016-01-01","2016-12-31","CN-5-1094978130-2-2-0-2898 - CN-5-1094987377-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9624","1741","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-049","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2020-03-22T17:47:23.197","2016-01-01","2016-12-31","CN-5-1094968506-2-2-0-2898 - CN-5-1094978129-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9624","1740","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-048","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2020-03-22T17:46:08.970","2016-01-01","2016-12-31","CN-5-1094958882-2-2-0-2898 - CN-5-1094968505-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","9624","1739","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-047","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2020-03-22T17:44:48.929","2016-01-01","2016-12-31","CN-5-1094949258-2-2-0-2898 - CN-5-1094958881-2-2-0-2898","No","No","Not Applicable",
