Vintage,Credit Status,Quantity,GSID,Project Name,Project Developer,Country,Product Type,Project Type,Methodology,Programme of Activities,POA GSID,Issuance Date,Retirement Date,Monitoring Period Start,Monitoring Period End,Serial Number,Note,Eligible for CORSIA?,Retired for CORSIA?,CORSIA Authorisation,Aeroplane Operator Name
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,10/2/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423549-423550,Gold Standard Marketplace Order GSM2759 for Elliot Busta,No,No,Not Applicable,
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,9/30/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423547-423548,Gold Standard Marketplace Order GSM2730 for Timothy BAUSOR,No,No,Not Applicable,
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,9/28/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423545-423546,Gold Standard Marketplace Order GSM2708 for Benjamin Groisser,No,No,Not Applicable,
2014,Retired,10,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,9/27/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423535-423544,Gold Standard Marketplace Order GSM2678 for Jason Faas,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,9/25/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423534-423534,Gold Standard Marketplace Order GSM2651 for Adam Forste,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,9/24/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423533-423533,Gold Standard Marketplace Order GSM2641 for Amy Wilson,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,9/23/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423532-423532,Gold Standard Marketplace Order GSM2626 for Alexandra Caulfield,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,9/23/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423531-423531,Gold Standard Marketplace Order GSM2609 for Hazel Levett,No,No,Not Applicable,
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,9/22/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423529-423530,Gold Standard Marketplace Order GSM2600 for Caitlin Dunnett,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,9/21/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423528-423528,Gold Standard Marketplace Order GSM2584 for Luke Latimer,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,9/20/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423527-423527,Gold Standard Marketplace Order GSM2579 for Julian Pohl,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,9/16/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423526-423526,Gold Standard Marketplace Order GSM2542 for Matthew Kugelman,No,No,Not Applicable,
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,9/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423524-423525,Gold Standard Marketplace Order GSM2535 for Torsten Reimer,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,9/13/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423523-423523,Gold Standard Marketplace Order GSM2512 for keenan lidral-porter,No,No,Not Applicable,
2014,Retired,81,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,9/4/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423442-423522,Gold Standard Marketplace Order GSM2406 for Sherri Martin,No,No,Not Applicable,
2014,Retired,10,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,9/1/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423432-423441,Gold Standard Marketplace Order GSM2374 for Lilian Jin,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,8/28/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423431-423431,Gold Standard Marketplace Order GSM2327 for Roman Grebin,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,8/28/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423430-423430,Gold Standard Marketplace Order GSM2325 for Hannah Stern,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,8/26/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423429-423429,Gold Standard Marketplace Order GSM2300 for Lucie Cardinal,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,8/23/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423428-423428,Gold Standard Marketplace Order GSM2272 for David McVeety,No,No,Not Applicable,
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,8/18/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423426-423427,Gold Standard Marketplace Order GSM2231 for David Chiu,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,8/11/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423425-423425,Gold Standard Marketplace Order GSM2171 for Matthew Kugelman,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,8/3/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423424-423424,Gold Standard Marketplace Order GSM2109 for Alena Silberman,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,8/3/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423423-423423,Gold Standard Marketplace Order GSM2110 for Laurel Silberman,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,8/3/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423422-423422,Gold Standard Marketplace Order GSM2101 for Kevin Tuerff,No,No,Not Applicable,
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,7/24/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423420-423421,Gold Standard Marketplace Order GSM2030 for Thomas de Santi Elghozi,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,7/22/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423419-423419,Gold Standard Marketplace Order GSM2011 for Stephen hare,No,No,Not Applicable,
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,7/22/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423417-423418,Gold Standard Marketplace Order GSM2005 for Giovanni Rizzi,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,7/19/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423416-423416,Gold Standard Marketplace Order GSM1978 for Jason Faas,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,7/18/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423415-423415,Gold Standard Marketplace Order GSM1971 for Jim Gant,No,No,Not Applicable,
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,7/14/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423413-423414,Gold Standard Marketplace Order GSM1936 for Karen Hoyland,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,7/13/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423412-423412,Gold Standard Marketplace Order GSM1917 for Jessica Patel,No,No,Not Applicable,
2014,Retired,5,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,7/7/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423407-423411,Gold Standard Marketplace Order GSM1868 for carl hirschmann,No,No,Not Applicable,
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,6/28/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423405-423406,Gold Standard Marketplace Order GSM1747 for Edmund Rhudy,No,No,Not Applicable,
2014,Retired,9,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,6/21/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423396-423404,Gold Standard Marketplace Order GSM1691 for Tom Deadman,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,6/16/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423395-423395,Gold Standard Marketplace Order GSM1647 for Anatolijs Borodinecs,No,No,Not Applicable,
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,6/14/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423393-423394,Gold Standard Marketplace Order GSM1635 for Michael Kerlin,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,6/10/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423392-423392,Gold Standard Marketplace Order GSM1602 for Yosi Kaltoft,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,6/8/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423391-423391,Gold Standard Marketplace Order GSM1584 for ian pennicard,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,6/7/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423390-423390,Gold Standard Marketplace Order GSM1581 for Jason Faas,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,6/6/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423389-423389,Gold Standard Marketplace Order GSM1571 for Emmanuelle Muhlethaler,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,5/19/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423388-423388,Gold Standard Marketplace Order GSM1421 for Sara Soini,No,No,Not Applicable,
2014,Retired,10,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,5/19/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423378-423387,Gold Standard Marketplace Order GSM1420 for Haldor Topsoe A/S Att. Stinne Hjulmann STHJ,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,5/12/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423377-423377,Gold Standard Marketplace Order GSM1370 for Claire Willers,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,5/4/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423376-423376,Gold Standard Marketplace Order GSM1317 for Jason Faas,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,5/1/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423375-423375,Gold Standard Marketplace Order GSM1289 for Mariau Ouellette,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,4/26/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423374-423374,Gold Standard Marketplace Order GSM1231 for Emma Mesney,No,No,Not Applicable,
2014,Retired,4,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,4/12/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423370-423373,Retired by Virginia Van Dyk,No,No,Not Applicable,
2014,Retired,4,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,4/12/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423366-423369,Retired by Tee Lek Ying,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,4/12/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423365-423365,Retired by Rachel Wilkins,No,No,Not Applicable,
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,4/12/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423363-423364,Retired by Patrick Truelove,No,No,Not Applicable,
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,4/12/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423361-423362,Retired by Molly Wexler,No,No,Not Applicable,
2014,Retired,5,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,4/12/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423356-423360,Retired by COOfree GmbH,No,No,Not Applicable,
2014,Retired,5,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,4/12/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423351-423355,Retired by ANNETTE LITSTER,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,4/12/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423350-423350,Retired by Alice Lengereau,No,No,Not Applicable,
2014,Retired,12,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/21/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423338-423349,Retired by William Wold,No,No,Not Applicable,
2014,Retired,20,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/21/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-423318-423337,Retired by Stephen Dunn,No,No,Not Applicable,
2014,Retired,500,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/21/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422818-423317,Retired by Spotify,No,No,Not Applicable,
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/21/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422816-422817,Retired by Roger Ford,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/21/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422815-422815,Retired by Michael Kwett,No,No,Not Applicable,
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/21/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422813-422814,Retired by Michael Friesen,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/21/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422812-422812,Retired by Melanie Fisher,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/21/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422811-422811,Retired by Matthew Tod,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/21/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422810-422810,Retired by mark shaffer,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/21/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422809-422809,Retired by Margaret Merrilees,No,No,Not Applicable,
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/21/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422807-422808,Retired by Manek R MISTRY,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/21/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422806-422806,Retired by Kevin Pettit,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/21/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422805-422805,Retired by John J Freeman,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/21/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422804-422804,Retired by Jacob Andersson,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/21/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422803-422803,Retired by iain wilson,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/21/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422802-422802,Retired by Grant Moyse,No,No,Not Applicable,
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/21/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422800-422801,Retired by Erin Dillon,No,No,Not Applicable,
2014,Retired,5,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/21/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422795-422799,Retired by Emma Douthwaite,No,No,Not Applicable,
2014,Retired,15,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/21/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422780-422794,Retired by Dolph Heck,No,No,Not Applicable,
2014,Retired,3,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/21/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422777-422779,Retired by Caroline McGregor,No,No,Not Applicable,
