Vintage,Credit Status,Quantity,GSID,Project Name,Project Developer,Country,Product Type,Project Type,Methodology,Programme of Activities,POA GSID,Issuance Date,Retirement Date,Monitoring Period Start,Monitoring Period End,Serial Number,Note,Eligible for CORSIA?,Retired for CORSIA?,CORSIA Authorisation,Aeroplane Operator Name
2017,Retired,2,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,9/17/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2017-20918-4009-4010,Gold Standard Marketplace Order GSM14965 for Joel Therrien,No,No,Not Applicable,
2017,Retired,4,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,9/17/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2017-20918-4005-4008,Gold Standard Marketplace Order GSM14964 for V Scharnhorst,No,No,Not Applicable,
2017,Retired,1,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,9/17/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2017-20918-4004-4004,Gold Standard Marketplace Order GSM14961 for Jacquelyn HUMPHREY,No,No,Not Applicable,
2017,Retired,1,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,9/16/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2017-20918-4003-4003,Gold Standard Marketplace Order GSM14958 for Tom Davidson,No,No,Not Applicable,
2017,Retired,2,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,9/16/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2017-20918-4001-4002,Gold Standard Marketplace Order GSM14953 for Vincent Vandyck,No,No,Not Applicable,
2017,Retired,4000,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,4/26/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2017-20918-1-4000,Retired for Sony Interactive Entertainment,No,No,Not Applicable,
2016,Retired,1,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,1/3/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2016-20917-2757-2757,,No,No,Not Applicable,
2016,Retired,2000,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,7/16/2021,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2016-20917-757-2756,Retired on behalf of Greater City of Bendigo to comply with the City’s carbon reduction pledge for the corresponding FY2019/20,No,No,Not Applicable,
2016,Retired,681,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,2/3/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2016-20917-76-756,WEL Pluto 2021 Ministerial Statement 757,No,No,Not Applicable,
2016,Retired,75,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,4/20/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2016-20917-1-75,Gold Standard Marketplace Order GSM12292 for Based On A True Story ,No,No,Not Applicable,
2020,Retired,6000,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,10/14/2021,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2020-20882-15090-21089,Retired on behalf of Planetair,No,No,Not Applicable,
2019,Retired,12,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,1/11/2022,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2019-20881-149625-149636,Retired on behalf of Mortgage Required Ltd. Credits purchased to rebalance the organisation's operational greenhouse gas emissions for 2020/2021.,No,No,Not Applicable,
2019,Retired,161,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,7/20/2022,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2019-20881-135730-135890,"""Retired to safeguard against potential over-issuance from pre-approved baseline in Safe Water Supply projects GS6189 GS7147 GS7148 GS7149 GS7150 GS7395 GS7396 GS7397 GS7398 GS7399 GS7400 GS7401 for MP 01/11/2020 – 31/09/2021”",No,No,Not Applicable,
2019,Retired,47,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,12/27/2021,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2019-20881-135683-135729,Retired on behalf of Climate Positive,No,No,Not Applicable,
2019,Retired,46,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,9/8/2021,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2019-20881-135637-135682,Retired on behalf of Climate Positive,No,No,Not Applicable,
2019,Retired,45,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,7/23/2021,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2019-20881-135592-135636,,No,No,Not Applicable,
2019,Retired,27,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,11/29/2022,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2019-20881-89615-89641,Offsetting the Scope 1&2 energy emissions and Scope 3 supply chain of Neal Jones Furniture Ltd for the financial year to 31st October 2021,No,No,Not Applicable,
2019,Retired,1,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,12/16/2022,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2019-20881-89614-89614,Offsetting ,No,No,Not Applicable,
2019,Retired,92,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,1/6/2022,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2019-20881-89522-89613,Offsetting emissions for Essex Coachworks Ltd for October 2020 to September 2021. ,No,No,Not Applicable,
2019,Retired,363,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,5/21/2021,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2019-20881-89159-89521,,No,No,Not Applicable,
2019,Retired,804,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,7/21/2021,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2019-20881-87913-88716,,No,No,Not Applicable,
2019,Retired,804,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,7/21/2021,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2019-20881-87109-87912,,No,No,Not Applicable,
2019,Retired,906,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,2/18/2022,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2019-20881-85405-86310,,No,No,Not Applicable,
2019,Retired,1727,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,2/18/2022,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2019-20881-83678-85404,,No,No,Not Applicable,
2019,Retired,649,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,2/18/2022,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2019-20881-83029-83677,,No,No,Not Applicable,
2019,Retired,879,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,2/18/2022,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2019-20881-82150-83028,,No,No,Not Applicable,
2019,Retired,5041,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,2/18/2022,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2019-20881-77109-82149,,No,No,Not Applicable,
2019,Retired,20000,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,7/20/2022,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2019-20881-57109-77108,"""Retired to safeguard against potential over-issuance from pre-approved baseline in Safe Water Supply projects GS6189 GS7147 GS7148 GS7149 GS7150 GS7395 GS7396 GS7397 GS7398 GS7399 GS7400 GS7401 for MP 01/11/2020 – 31/09/2021”",No,No,Not Applicable,
2019,Retired,6552,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,9/29/2022,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2019-20881-49913-56464,on behalf of ClimateHero and their customers,No,No,Not Applicable,
2019,Retired,6570,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,6/29/2022,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2019-20881-43343-49912,,No,No,Not Applicable,
2019,Retired,89,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,8/25/2021,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2019-20881-40572-40660,To compensate the gas consumption in 2021 of Andritz Feed & Biofuel BV of 50.000 M3,No,No,Not Applicable,
2019,Retired,4385,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,4/25/2022,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2019-20881-35640-40024,Vergroening 2021 voor Regio Gemeente Utrecht,No,No,Not Applicable,
2019,Retired,178,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,6/28/2022,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2019-20881-27345-27522,To compensate the gas consumption in 2022 of Andritz Feed & Biofuel BV.,No,No,Not Applicable,
2019,Retired,3204,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,3/30/2022,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2019-20881-24141-27344,Ter CO2 compensatie in 2022 voor Rubis Terminal Rotterdam BV,No,No,Not Applicable,
2019,Retired,3706,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,2/18/2022,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2019-20881-20435-24140,,No,No,Not Applicable,
2019,Retired,1796,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,2/18/2022,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2019-20881-18639-20434,,No,No,Not Applicable,
2019,Retired,4271,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,2/18/2022,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2019-20881-14368-18638,,No,No,Not Applicable,
2019,Retired,10922,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,2/18/2022,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2019-20881-3446-14367,,No,No,Not Applicable,
2019,Retired,103,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,2/18/2022,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2019-20881-3343-3445,,No,No,Not Applicable,
2018,Retired,3000,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,12/15/2022,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2018-20880-139110-142109,,No,No,Not Applicable,
2018,Retired,4434,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,9/6/2021,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2018-20880-122498-126931,Retired on behalf of Stichtin WonenBreburg (4072 VER’s per year) for consumption years 2022-2024,No,No,Not Applicable,
2018,Retired,10000,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,8/31/2021,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2018-20880-112498-122497,Retired on behalf of Argo Blockchain,No,No,Not Applicable,
2018,Retired,5388,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,8/31/2021,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2018-20880-107110-112497,Retired on behalf of Argo Blockchain,No,No,Not Applicable,
2018,Retired,5326,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,5/13/2021,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2018-20880-101784-107109,Retired on behalf of Valpak Ltd for the purposes of offsetting the company carbon footprint in 2020,No,No,Not Applicable,
2018,Retired,7031,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,8/18/2022,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2018-20880-94753-101783,Retired on behalf Clondalkin per the Verified Emissions Reduction (VER) Supply Agreement between Schneider Electric ESS BVBA and Camac Holding B.V.,No,No,Not Applicable,
2018,Retired,7031,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,5/11/2021,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2018-20880-87722-94752,Retired on behalf Clondalkin per the Verified Emissions Reduction (VER) Supply Agreement between Schneider Electric ESS BVBA and Camac Holding B.V.,No,No,Not Applicable,
2018,Retired,4300,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,3/21/2022,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2018-20880-83422-87721,Retired on behalf of Fenix Outdoor / CO2 Compensation 2021 Fenix Outdoor,No,No,Not Applicable,
2018,Retired,13700,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,5/7/2021,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2018-20880-69722-83421,On behalf of Fenix Outdoor / CO2 Compensation 2020 Fenix Outdoor,No,No,Not Applicable,
2018,Retired,40000,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,5/4/2021,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2018-20880-29722-69721,,No,No,Not Applicable,
2018,Retired,504,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,11/12/2021,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2018-20880-29218-29721,ALANOD GmbH & Co. KG,No,No,Not Applicable,
2018,Retired,100,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,10/1/2021,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2018-20880-29118-29217,Pongratz Trailer-Group GmbH,No,No,Not Applicable,
2018,Retired,26,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,8/3/2021,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2018-20880-29092-29117,OPTENDA GmbH,No,No,Not Applicable,
2018,Retired,11000,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,6/29/2022,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2018-20880-18092-29091,,No,No,Not Applicable,
2018,Retired,15000,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,12/24/2021,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2018-20880-3092-18091,,No,No,Not Applicable,
2017,Retired,7354,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,11/12/2021,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2017-20879-32820-40173,ALANOD GmbH & Co. KG,No,No,Not Applicable,
2017,Retired,2100,2460,The CDQ Project in Tranvic Group,Goldchina Consultancy International Co. Ltd,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,4/26/2021,11/12/2021,9/29/2017,2/29/2020,GS1-1-CN-GS2460-15-2017-20879-30720-32819,EBERO Rheinland GmbH,No,No,Not Applicable,
